symbol,open,high,low,close,volume,preclose,stockpctchange,date1,ma10,ma20,ma50,volumeMa10,dollarVolume,range,avgRange,adr,min10,max10,symbolToCopy,pct10d
ENTA,14.340000000000000000,15.215000000000000000,14.210000000000000000,15.170000000000000000,124500.000000000000000000,13.910000000000000000,9.060000000000000000,2024-05-03,13.4,14.45,14.84,118670.0,1800223.9,1.070725,21.015079,5.075395000000005,12.370000000000000000,15.170000000000000000,"NASDAQ:ENTA,",22.635400
GDS,8.960000000000000000,8.960000000000000000,8.505000000000000000,8.740000000000000000,1002600.000000000000000000,8.850000000000000000,-1.240000000000000000,2024-05-03,7.82,7.13,7.2,1617270.0,1.41349398E7,1.053498,21.151454,5.757270000000014,6.590000000000000000,8.850000000000000000,"NASDAQ:GDS,",34.294400
HCP,32.740000000000000000,32.870000000000000000,32.710000000000000000,32.850000000000000000,7631900.000000000000000000,32.820000000000000000,0.090000000000000000,2024-05-03,31.39,28.12,26.99,1.357722E7,4.46011677E8,1.004891,20.838662,4.193310000000006,24.550000000000000000,32.850000000000000000,"NASDAQ:HCP,",33.808600
HLIT,11.300000000000000000,11.300000000000000000,10.910000000000000000,10.960000000000000000,1951900.000000000000000000,11.100000000000000000,-1.260000000000000000,2024-05-03,10.04,10.37,11.97,3306350.0,3.6237596E7,1.035747,20.934952,4.67476,9.200000000000000000,11.100000000000000000,"NASDAQ:HLIT,",20.652200
IGMS,9.730000000000000000,10.190000000000000000,9.720000000000000000,10.070000000000000000,182400.000000000000000000,9.430000000000000000,6.790000000000000000,2024-05-03,8.78,8.62,9.94,376930.0,3795685.1,1.048354,22.157669,10.788344999999989,6.750000000000000000,10.070000000000000000,"NASDAQ:IGMS,",49.185200
IRBT,9.100000000000000000,9.465000000000000000,8.950000000000000000,9.430000000000000000,1182200.000000000000000000,8.900000000000000000,5.960000000000000000,2024-05-03,7.9,8.08,9.03,1536140.0,1.44858002E7,1.057542,21.749731,8.748654999999994,6.740000000000000000,9.430000000000000000,"NASDAQ:IRBT,",39.911000
LUNG,9.550000000000000000,9.889900000000000000,9.550000000000000000,9.820000000000000000,999800.000000000000000000,9.380000000000000000,4.690000000000000000,2024-05-03,7.9,7.9,8.61,587680.0,5771017.600000001,1.035592,20.920231,4.601155000000001,7.280000000000000000,9.820000000000000000,"NASDAQ:LUNG,",34.890100
LWAY,24.480000000000000000,25.320000000000000000,23.740000000000000000,24.350000000000000000,197300.000000000000000000,24.000000000000000000,1.460000000000000000,2024-05-03,21.78,21.07,16.84,223210.0,5435163.5,1.066554,21.796380,8.981899999999987,19.900000000000000000,24.870000000000000000,"NASDAQ:LWAY,",24.974900
MESO,7.110000000000000000,7.600000000000000000,7.110000000000000000,7.500000000000000000,283200.000000000000000000,7.290000000000000000,2.880000000000000000,2024-05-03,6.58,6.0,4.24,324000.0,2430000.0,1.068917,21.485617,7.4280850000000065,5.530000000000000000,7.500000000000000000,"NASDAQ:MESO,",35.623900
MSTR,1201.010000000000000000,1242.000000000000000000,1172.820000000000000000,1223.010000000000000000,1560900.000000000000000000,1129.420000000000000000,8.290000000000000000,2024-05-03,1218.98,1295.07,1376.08,1412720.0,1.7277706872E9,1.058986,21.785625,8.928124999999998,1028.270000000000000000,1338.640000000000000000,"NASDAQ:MSTR,",30.183700
OCUL,6.060000000000000000,6.395000000000000000,6.030000000000000000,6.170000000000000000,4643000.000000000000000000,5.870000000000000000,5.110000000000000000,2024-05-03,5.03,6.24,8.28,3552240.0,2.19173208E7,1.060531,22.066332,10.331659999999987,4.200000000000000000,6.170000000000000000,"NASDAQ:OCUL,",46.904800
PAHC,16.950000000000000000,17.200000000000000000,16.580000000000000000,17.070000000000000000,114200.000000000000000000,16.760000000000000000,1.850000000000000000,2024-05-03,14.8,13.94,13.25,223170.0,3809511.9,1.037394,20.981953,4.909764999999999,12.440000000000000000,17.070000000000000000,"NASDAQ:PAHC,",37.218600
PARA,14.350000000000000000,14.540000000000000000,12.860000000000000000,12.890000000000000000,67049300.000000000000000000,13.860000000000000000,-7.000000000000000000,2024-05-03,12.45,11.74,11.54,2.790254E7,3.596637406E8,1.130638,21.247654,6.238270000000012,11.390000000000000000,13.860000000000000000,"NASDAQ:PARA,",21.685700
PIRS,10.980000000000000000,11.200000000000000000,10.600000000000000000,11.080000000000000000,31500.000000000000000000,11.240000000000000000,-1.420000000000000000,2024-05-03,10.48,5.32,2.24,227490.0,2520589.2,1.056604,21.454151,7.2707550000000065,0.146100000000000000,12.000000000000000000,"NASDAQ:PIRS,",8113.552400
SGBX,3.880000000000000000,9.300000000000000000,3.720000000000000000,5.540000000000000000,92176200.000000000000000000,2.930000000000000000,89.080000000000000000,2024-05-03,0.96,0.56,0.37,2.609611E7,1.445724494E8,2.500000,25.044373,25.221865000000008,0.110200000000000000,5.540000000000000000,"NASDAQ:SGBX,",4927.223200
SLNO,47.140000000000000000,48.490000000000000000,44.980000000000000000,45.120000000000000000,1599400.000000000000000000,49.230000000000000000,-8.350000000000000000,2024-05-03,42.43,40.44,43.02,819710.0,3.6985315199999996E7,1.078035,21.190880,5.954400000000004,37.340000000000000000,49.230000000000000000,"NASDAQ:SLNO,",31.842500
SPRY,9.660000000000000000,9.760000000000000000,9.390000000000000000,9.750000000000000000,364100.000000000000000000,9.460000000000000000,3.070000000000000000,2024-05-03,8.73,8.92,8.98,504430.0,4918192.5,1.039404,21.112101,5.5605050000000045,8.090000000000000000,9.750000000000000000,"NASDAQ:SPRY,",20.519200
SWIN,13.450000000000000000,13.450000000000000000,12.660100000000000000,13.100000000000000000,91900.000000000000000000,13.210000000000000000,-0.830000000000000000,2024-05-03,12.39,10.92,12.2,312190.0,4089689.0,1.062393,23.527075,17.63537500000001,10.350000000000000000,14.490000000000000000,"NASDAQ:SWIN,",40.000000
TMDX,125.000000000000000000,129.660000000000000000,123.650000000000000000,127.990000000000000000,1543100.000000000000000000,124.440000000000000000,2.850000000000000000,2024-05-03,100.87,95.89,85.72,1319430.0,1.688738457E8,1.048605,21.260015,6.300075000000005,86.510000000000000000,127.990000000000000000,"NASDAQ:TMDX,",47.948200
TNDM,42.920000000000000000,47.000000000000000000,42.456800000000000000,44.720000000000000000,5986900.000000000000000000,36.560000000000000000,22.320000000000000000,2024-05-03,36.38,34.61,32.16,2006540.0,8.97324688E7,1.107008,21.088068,5.440339999999999,31.730000000000000000,44.720000000000000000,"NASDAQ:TNDM,",40.939200
VKTX,74.490000000000000000,77.680000000000000000,72.880000000000000000,76.970000000000000000,3754200.000000000000000000,75.760000000000000000,1.600000000000000000,2024-05-03,72.12,70.52,72.3,2983060.0,2.296061282E8,1.065862,21.119488,5.597439999999998,63.850000000000000000,79.580000000000000000,"NASDAQ:VKTX,",24.635900
ZVSA,5.580000000000000000,6.000000000000000000,5.250100000000000000,5.450000000000000000,374800.000000000000000000,5.740000000000000000,-5.050000000000000000,2024-05-03,3.48,2.08,1.34,1061650.0,5785992.5,1.142835,22.549825,12.749124999999983,0.562700000000000000,5.770000000000000000,"NASDAQ:ZVSA,",925.413200
ATNI,21.130000000000000000,21.690000000000000000,20.845000000000000000,21.620000000000000000,115000.000000000000000000,21.030000000000000000,2.810000000000000000,2024-05-03,22.55,25.1,29.17,179400.0,3878628.0,1.040537,21.170692,5.853459999999999,19.080000000000000000,28.720000000000000000,"NASDAQ:ATNI,",50.524100
BDTX,6.670000000000000000,7.140000000000000000,6.600000000000000000,6.960000000000000000,843800.000000000000000000,6.590000000000000000,5.610000000000000000,2024-05-03,5.7,5.52,5.06,819480.0,5703580.8,1.081818,21.885175,9.425875000000005,5.010000000000000000,6.960000000000000000,"NASDAQ:BDTX,",38.922200
BENF,1.920000000000000000,13.000000000000000000,1.920000000000000000,6.820000000000000000,31007900.000000000000000000,1.920000000000000000,255.210000000000000000,2024-05-03,4.08,2.49,1.05,3197350.0,2.1805927E7,6.770833,32.418087,62.090435,1.920000000000000000,6.820000000000000000,"NASDAQ:BENF,",255.208300
BLTE,41.050000000000000000,43.450000000000000000,40.880000000000000000,43.200000000000000000,57200.000000000000000000,41.100000000000000000,5.110000000000000000,2024-05-03,39.34,38.14,40.98,29730.0,1284336.0,1.062867,21.285911,6.429554999999998,34.480000000000000000,43.200000000000000000,"NASDAQ:BLTE,",25.290000
BTFX,31.090000000000000000,32.070000000000000000,31.090000000000000000,31.924900000000000000,52200.000000000000000000,29.280000000000000000,9.030000000000000000,2024-05-03,32.8,35.19,38.27,72610.0,2318066.989,1.031521,21.359163,6.795814999999994,26.925000000000000000,37.270000000000000000,"NASDAQ:BTFX,",38.421500
BYND,7.410000000000000000,8.290000000000000000,7.280000000000000000,8.230000000000000000,3594200.000000000000000000,7.250000000000000000,13.520000000000000000,2024-05-03,6.68,6.73,7.63,2238120.0,1.84197276E7,1.138736,21.131982,5.659910000000012,6.060000000000000000,8.230000000000000000,"NASDAQ:BYND,",35.808600
CADL,8.340000000000000000,9.390000000000000000,8.340000000000000000,9.020000000000000000,1008800.000000000000000000,8.430000000000000000,7.000000000000000000,2024-05-03,6.92,6.38,3.71,770610.0,6950902.199999999,1.125899,23.247329,16.236644999999996,5.540000000000000000,9.020000000000000000,"NASDAQ:CADL,",62.815900
CDMO,8.310000000000000000,8.450000000000000000,8.110000000000000000,8.250000000000000000,1300200.000000000000000000,8.200000000000000000,0.610000000000000000,2024-05-03,7.39,7.1,7.05,1314580.0,1.0845285E7,1.041924,21.396728,6.983640000000002,6.410000000000000000,8.250000000000000000,"NASDAQ:CDMO,",28.705100
CGEM,27.880000000000000000,29.250000000000000000,27.880000000000000000,28.350000000000000000,975200.000000000000000000,27.580000000000000000,2.790000000000000000,2024-05-03,23.39,20.23,18.34,1693260.0,4.8003921E7,1.049139,22.100469,10.502345000000002,15.630000000000000000,28.350000000000000000,"NASDAQ:CGEM,",81.382000
CLAR,6.350000000000000000,7.550000000000000000,6.350000000000000000,7.310000000000000000,596400.000000000000000000,6.160000000000000000,18.670000000000000000,2024-05-03,6.35,6.31,6.35,181920.0,1329835.2,1.188976,20.910546,4.552730000000005,6.070000000000000000,7.310000000000000000,"NASDAQ:CLAR,",20.428300
CONL,53.660000000000000000,54.340000000000000000,47.180000000000000000,50.310000000000000000,3584600.000000000000000000,53.030000000000000000,-5.130000000000000000,2024-05-03,51.16,54.93,60.45,2355480.0,1.1850419880000001E8,1.151759,23.113081,15.565405000000009,42.390000000000000000,57.850000000000000000,"NASDAQ:CONL,",36.470900
DJTWW,18.950000000000000000,19.560000000000000000,17.990000000000000000,19.400000000000000000,196400.000000000000000000,19.490000000000000000,-0.460000000000000000,2024-05-03,18.21,15.97,17.24,263500.0,5111900.0,1.087271,23.929466,19.647330000000007,14.700000000000000000,20.000000000000000000,"NASDAQ:DJTWW,",36.054400
ELYM,8.400000000000000000,11.550000000000000000,8.400000000000000000,10.155000000000000000,1480600.000000000000000000,8.390000000000000000,21.040000000000000000,2024-05-03,5.69,4.78,3.56,965830.0,9808003.649999999,1.375000,23.604540,18.022699999999993,3.390000000000000000,10.155000000000000000,"NASDAQ:ELYM,",199.557500
FBL,21.400000000000000000,22.170000000000000000,21.210000000000000000,22.010000000000000000,850000.000000000000000000,21.020000000000000000,4.710000000000000000,2024-05-03,22.53,25.47,55.34,1463370.0,3.2208773700000003E7,1.045262,21.393325,6.966625000000004,19.930000000000000000,27.030000000000000000,"NASDAQ:FBL,",35.624700
GRPN,11.590000000000000000,11.656000000000000000,11.030000000000000000,11.220000000000000000,730800.000000000000000000,11.280000000000000000,-0.530000000000000000,2024-05-03,11.07,10.75,13.75,1117390.0,1.25371158E7,1.056754,21.387910,6.9395500000000165,9.580000000000000000,11.670000000000000000,"NASDAQ:GRPN,",21.816300
HAO,8.920000000000000000,10.600000000000000000,8.060000000000000000,8.650000000000000000,239700.000000000000000000,8.910000000000000000,-2.920000000000000000,2024-05-03,6.23,5.42,6.12,107240.0,927626.0,1.315136,23.527146,17.63572999999998,4.820000000000000000,8.910000000000000000,"NASDAQ:HAO,",84.854800
HSAI,5.020000000000000000,5.250000000000000000,5.010000000000000000,5.195000000000000000,617600.000000000000000000,5.090000000000000000,2.060000000000000000,2024-05-03,4.55,4.58,4.69,474590.0,2465495.0500000003,1.047904,21.296430,6.482150000000009,4.040000000000000000,5.195000000000000000,"NASDAQ:HSAI,",28.589100
INO,12.320000000000000000,12.450000000000000000,11.900000000000000000,12.100000000000000000,295900.000000000000000000,12.010000000000000000,0.750000000000000000,2024-05-03,10.99,10.94,10.87,269660.0,3262886.0,1.046218,21.700831,8.504155000000013,10.020000000000000000,12.100000000000000000,"NASDAQ:INO,",20.758500
LRMR,7.870000000000000000,7.890000000000000000,7.430000000000000000,7.765000000000000000,231900.000000000000000000,7.610000000000000000,2.040000000000000000,2024-05-03,6.83,6.9,8.34,255400.0,1983181.0,1.061911,21.334803,6.674015,6.330000000000000000,7.765000000000000000,"NASDAQ:LRMR,",22.669800
LTRN,5.570000000000000000,6.370000000000000000,5.570000000000000000,6.150000000000000000,189700.000000000000000000,5.490000000000000000,12.020000000000000000,2024-05-03,5.49,6.02,6.81,157160.0,966534.0,1.143627,22.131009,10.655044999999985,4.930000000000000000,6.150000000000000000,"NASDAQ:LTRN,",24.746500
MAMA,6.480000000000000000,6.800000000000000000,6.280000000000000000,6.650000000000000000,403700.000000000000000000,6.380000000000000000,4.230000000000000000,2024-05-03,5.77,5.26,5.09,506980.0,3371417.0,1.082803,21.082814,5.414070000000004,5.070000000000000000,6.650000000000000000,"NASDAQ:MAMA,",31.163700
MDWD,18.840000000000000000,19.290000000000000000,18.370000000000000000,18.650000000000000000,40700.000000000000000000,18.840000000000000000,-1.010000000000000000,2024-05-03,18.03,17.14,16.0,62460.0,1164879.0,1.050082,21.516711,7.5835550000000085,15.760000000000000000,19.270000000000000000,"NASDAQ:MDWD,",22.271600
MODV,23.730000000000000000,28.550000000000000000,23.730000000000000000,27.000000000000000000,884200.000000000000000000,21.980000000000000000,22.840000000000000000,2024-05-03,23.54,22.88,25.61,280700.0,7578900.0,1.203118,21.283807,6.419035000000006,21.980000000000000000,27.000000000000000000,"NASDAQ:MODV,",22.838900
MRNA,125.000000000000000000,126.400000000000000000,122.010000000000000000,125.000000000000000000,4513100.000000000000000000,125.590000000000000000,-0.470000000000000000,2024-05-03,111.93,108.49,104.84,4021870.0,5.0273375E8,1.035981,20.942449,4.712245000000004,104.460000000000000000,125.590000000000000000,"NASDAQ:MRNA,",20.227800
MRVI,8.960000000000000000,9.134700000000000000,8.850000000000000000,8.970000000000000000,1808500.000000000000000000,8.800000000000000000,1.930000000000000000,2024-05-03,8.03,8.06,8.04,1658140.0,1.48735158E7,1.032169,21.058656,5.29328,7.370000000000000000,8.970000000000000000,"NASDAQ:MRVI,",21.709600
NISN,7.210000000000000000,8.080000000000000000,7.210000000000000000,7.715000000000000000,56400.000000000000000000,7.100000000000000000,8.660000000000000000,2024-05-03,7.44,6.54,5.46,71530.0,551853.95,1.120666,22.077841,10.389205,6.430000000000000000,8.360000000000000000,"NASDAQ:NISN,",30.015600
NVCR,14.650000000000000000,15.420000000000000000,14.310000000000000000,14.780000000000000000,1145700.000000000000000000,14.190000000000000000,4.160000000000000000,2024-05-03,12.78,13.03,14.19,1104550.0,1.6325249E7,1.077568,21.170175,5.850875000000011,11.830000000000000000,14.780000000000000000,"NASDAQ:NVCR,",24.936600
NVDU,59.460000000000000000,61.400000000000000000,58.640000000000000000,60.790000000000000000,453100.000000000000000000,56.950000000000000000,6.740000000000000000,2024-05-03,55.43,57.06,60.72,475680.0,2.89165872E7,1.047067,21.904326,9.521630000000014,49.540000000000000000,60.790000000000000000,"NASDAQ:NVDU,",22.708900
PALI,7.120000000000000000,7.900000000000000000,6.960100000000000000,7.740000000000000000,162200.000000000000000000,7.290000000000000000,6.170000000000000000,2024-05-03,6.38,5.71,2.52,3720970.0,2.88003078E7,1.135041,24.773635,23.868175,4.930000000000000000,7.740000000000000000,"NASDAQ:PALI,",56.998000
PRCT,62.950000000000000000,64.890000000000000000,60.670000000000000000,64.310000000000000000,1143100.000000000000000000,61.740000000000000000,4.160000000000000000,2024-05-03,55.32,53.31,50.24,846380.0,5.4430697800000004E7,1.069557,21.151747,5.758734999999993,51.190000000000000000,64.310000000000000000,"NASDAQ:PRCT,",25.630000
PRE,5.260000000000000000,5.660000000000000000,5.160000000000000000,5.230000000000000000,22500.000000000000000000,5.330000000000000000,-1.880000000000000000,2024-05-03,4.76,4.15,4.4,339570.0,1775951.1,1.096899,23.449305,17.24652499999999,3.680000000000000000,5.330000000000000000,"NASDAQ:PRE,",44.837000
RUN,11.610000000000000000,12.390000000000000000,11.560000000000000000,11.900000000000000000,12453500.000000000000000000,10.950000000000000000,8.680000000000000000,2024-05-03,10.43,10.86,11.32,1.013378E7,1.20591982E8,1.071799,21.450926,7.254629999999995,9.710000000000000000,11.900000000000000000,"NASDAQ:RUN,",22.554100
SANA,10.000000000000000000,10.476000000000000000,9.870000000000000000,10.440000000000000000,3311400.000000000000000000,9.780000000000000000,6.750000000000000000,2024-05-03,8.98,8.8,9.17,1889330.0,1.97246052E7,1.061398,21.258641,6.293205000000013,7.930000000000000000,10.440000000000000000,"NASDAQ:SANA,",31.652000
SIGA,9.500000000000000000,10.210000000000000000,9.500000000000000000,10.150000000000000000,1096300.000000000000000000,9.440000000000000000,7.520000000000000000,2024-05-03,8.97,8.91,7.77,747610.0,7588241.5,1.074737,21.005189,5.025944999999998,8.350000000000000000,10.150000000000000000,"NASDAQ:SIGA,",21.556900
SITM,92.800000000000000000,94.950000000000000000,91.445000000000000000,92.250000000000000000,185100.000000000000000000,90.270000000000000000,2.190000000000000000,2024-05-03,84.56,82.51,87.97,198910.0,1.83494475E7,1.038329,20.930597,4.652984999999998,73.710000000000000000,92.250000000000000000,"NASDAQ:SITM,",25.152600
SRDX,35.210000000000000000,35.210000000000000000,32.335000000000000000,32.490000000000000000,90400.000000000000000000,34.550000000000000000,-5.960000000000000000,2024-05-03,28.26,27.63,28.7,110390.0,3586571.1,1.088913,21.003047,5.015234999999985,25.390000000000000000,34.550000000000000000,"NASDAQ:SRDX,",36.077200
SWVL,10.590000000000000000,11.430100000000000000,10.590000000000000000,11.290000000000000000,22800.000000000000000000,11.200000000000000000,0.800000000000000000,2024-05-03,11.35,11.6,10.05,72890.0,822928.1,1.079330,24.402398,22.011990000000004,10.040000000000000000,13.700000000000000000,"NASDAQ:SWVL,",36.454200
TREE,51.000000000000000000,51.720000000000000000,48.893000000000000000,49.410000000000000000,238700.000000000000000000,49.330000000000000000,0.160000000000000000,2024-05-03,41.7,39.39,39.36,345860.0,1.7088942599999998E7,1.057820,21.226854,6.134269999999997,35.530000000000000000,49.410000000000000000,"NASDAQ:TREE,",39.065600
TSDD,19.510000000000000000,20.220000000000000000,18.945000000000000000,19.600000000000000000,247800.000000000000000000,19.860000000000000000,-1.310000000000000000,2024-05-03,24.41,26.43,25.55,635900.0,1.246364E7,1.067300,21.826755,9.13377499999999,17.140000000000000000,36.900000000000000000,"NASDAQ:TSDD,",115.285900
TYRA,19.290000000000000000,19.290000000000000000,17.435000000000000000,17.850000000000000000,115800.000000000000000000,18.530000000000000000,-3.670000000000000000,2024-05-03,16.69,15.99,17.29,114770.0,2048644.5000000002,1.106395,21.234338,6.171689999999996,15.110000000000000000,18.530000000000000000,"NASDAQ:TYRA,",22.634000
UFPT,258.680000000000000000,265.940000000000000000,249.480000000000000000,262.140000000000000000,73400.000000000000000000,255.280000000000000000,2.690000000000000000,2024-05-03,224.55,227.42,223.26,70680.0,1.85280552E7,1.065977,21.027144,5.135719999999999,205.940000000000000000,262.140000000000000000,"NASDAQ:UFPT,",27.289500
VABK,29.600000000000000000,30.000000000000000000,28.900000000000000000,29.900000000000000000,25800.000000000000000000,29.480000000000000000,1.420000000000000000,2024-05-03,26.79,26.44,28.36,33760.0,1009424.0,1.038062,20.920897,4.6044849999999915,24.400000000000000000,29.900000000000000000,"NASDAQ:VABK,",22.541000
WGS,19.470000000000000000,21.710000000000000000,19.090000000000000000,19.660000000000000000,716800.000000000000000000,19.500000000000000000,0.820000000000000000,2024-05-03,14.46,12.31,10.34,1225870.0,2.41006042E7,1.137245,22.597891,12.989454999999994,10.390000000000000000,20.920000000000000000,"NASDAQ:WGS,",101.347400
WVE,5.930000000000000000,6.379900000000000000,5.900000000000000000,6.140000000000000000,849100.000000000000000000,5.880000000000000000,4.420000000000000000,2024-05-03,5.18,5.34,5.65,636970.0,3910995.8,1.081339,21.372315,6.8615749999999975,4.660000000000000000,6.140000000000000000,"NASDAQ:WVE,",31.759700
